Date,Open,High,Low,Close,Volume
02/02/2026,"235.77","249.97","235.00","246.27","36,308,113"
01/30/2026,"236.93","245.24","234.55","236.73","40,035,672"
01/29/2026,"254.66","260.53","240.91","252.18","31,685,170"
01/28/2026,"254.13","257.40","250.21","252.74","27,061,189"
01/27/2026,"252.16","255.55","247.96","252.03","25,691,600"
01/26/2026,"256.75","258.29","250.30","251.31","30,672,461"
01/23/2026,"261.18","266.96","256.25","259.68","47,525,930"
01/22/2026,"251.75","256.08","246.63","253.73","37,945,008"
01/21/2026,"235.99","252.90","235.78","249.80","62,385,578"
01/20/2026,"226.08","239.50","225.41","231.92","44,327,711"
01/16/2026,"234.30","234.49","228.86","231.83","42,545,609"
01/15/2026,"227.90","238.35","227.22","227.92","55,270,207"
01/14/2026,"217.54","224.09","215.11","223.60","40,466,520"
01/13/2026,"215.10","223.11","214.98","220.97","56,894,941"
01/12/2026,"201.18","209.88","199.80","207.69","27,287,270"
01/09/2026,"205.72","207.30","203.07","203.17","24,217,340"
01/08/2026,"210.90","210.94","203.33","204.68","27,505,029"
01/07/2026,"212.13","212.13","207.17","210.02","29,715,480"
01/06/2026,"222.71","222.92","211.25","214.35","40,033,207"
01/05/2026,"230.25","234.02","220.48","221.08","31,941,150"
01/02/2026,"218.90","227.15","218.90","223.47","36,446,168"
12/31/2025,"215.82","217.64","213.80","214.16","17,591,580"
12/30/2025,"215.87","216.82","214.33","215.34","16,409,570"
12/29/2025,"211.58","216.05","209.24","215.61","20,326,859"
12/26/2025,"215.43","216.83","213.03","214.99","15,792,560"
12/24/2025,"214.98","216.54","213.97","215.04","7,956,797"
12/23/2025,"212.86","217.03","212.28","214.90","20,272,289"
12/22/2025,"220.00","220.17","213.31","214.95","24,950,730"
12/19/2025,"204.60","215.18","204.20","213.43","58,445,449"
12/18/2025,"203.82","206.36","200.50","201.06","29,720,141"
12/17/2025,"210.04","211.50","197.53","198.11","31,595,410"
12/16/2025,"206.92","210.22","205.11","209.17","23,467,570"
12/15/2025,"212.28","215.36","206.58","207.58","27,222,199"
12/12/2025,"218.37","222.49","209.06","210.78","37,073,910"
12/11/2025,"217.81","221.50","210.19","221.43","30,694,650"
12/10/2025,"222.00","222.61","218.67","221.42","23,279,369"
12/09/2025,"221.04","224.84","217.91","221.62","25,166,131"
12/08/2025,"219.09","223.71","218.36","221.11","30,943,180"
12/05/2025,"217.17","223.64","216.24","217.97","33,292,398"
12/04/2025,"216.88","219.12","214.14","215.98","24,478,199"
12/03/2025,"216.26","218.20","211.77","217.60","28,545,180"
12/02/2025,"221.79","225.98","214.39","215.24","42,002,461"
12/01/2025,"213.88","220.98","213.50","219.76","30,657,800"
11/28/2025,"216.14","218.30","214.02","217.53","18,642,800"
11/26/2025,"210.05","215.59","207.00","214.24","43,270,238"
11/25/2025,"201.48","206.58","194.28","206.13","69,773,508"
11/24/2025,"207.16","217.13","205.85","215.05","46,749,559"
11/21/2025,"208.81","208.83","195.00","203.78","67,421,148"
11/20/2025,"232.70","234.25","204.53","206.02","66,342,875"
11/19/2025,"230.26","235.28","219.71","223.55","52,093,449"
11/18/2025,"236.78","238.00","224.71","230.29","45,619,848"
11/17/2025,"242.75","248.77","237.15","240.52","37,942,207"
11/14/2025,"240.11","253.44","235.08","246.81","47,655,641"
11/13/2025,"251.90","259.63","246.06","247.96","63,178,594"
11/12/2025,"253.13","263.51","250.00","258.89","108,942,000"
11/11/2025,"241.66","248.46","234.64","237.52","61,336,770"
11/10/2025,"242.14","248.90","240.50","243.98","43,361,641"
11/07/2025,"230.94","235.87","224.64","233.54","52,162,578"
11/06/2025,"253.47","253.51","235.74","237.70","66,049,703"
11/05/2025,"243.24","259.65","242.81","256.33","67,366,570"
11/04/2025,"250.35","257.38","247.39","250.05","56,491,832"
11/03/2025,"259.33","260.91","253.89","259.65","36,351,422"
10/31/2025,"259.60","262.13","253.41","256.12","34,449,207"
10/30/2025,"259.92","263.88","252.31","254.84","45,162,488"
10/29/2025,"264.19","267.08","257.40","264.33","49,335,594"
10/28/2025,"259.14","264.58","257.00","258.01","47,448,672"
10/27/2025,"257.88","260.42","249.80","259.67","65,613,109"
10/24/2025,"243.36","253.39","241.95","252.92","71,221,133"
10/23/2025,"230.16","235.90","228.54","234.99","39,024,434"
10/22/2025,"236.85","240.13","224.88","230.23","59,668,781"
10/21/2025,"239.39","242.26","234.02","238.03","47,122,391"
10/20/2025,"236.47","242.88","234.40","240.56","56,741,699"
10/17/2025,"233.26","235.38","227.91","233.08","55,804,199"
10/16/2025,"236.29","241.20","232.24","234.56","69,726,438"
10/15/2025,"222.71","239.24","220.76","238.60","108,481,000"
10/14/2025,"219.20","224.98","215.90","218.09","71,216,273"
10/13/2025,"220.20","224.19","214.90","216.42","63,104,020"
10/10/2025,"232.77","234.22","213.20","214.90","118,656,602"
10/09/2025,"236.30","240.10","229.53","232.89","94,290,734"
10/08/2025,"212.95","235.87","210.70","235.56","159,983,500"
10/07/2025,"214.85","218.90","209.28","211.51","115,748,094"
10/06/2025,"226.45","226.71","203.01","203.71","248,859,594"
10/03/2025,"170.68","170.68","163.14","164.67","42,699,152"
10/02/2025,"168.68","171.06","166.12","169.73","55,475,230"
10/01/2025,"160.93","164.18","160.49","164.01","39,895,180"
09/30/2025,"160.80","162.28","159.33","161.79","29,669,330"
09/29/2025,"160.12","164.30","159.90","161.36","39,828,793"
09/26/2025,"160.52","162.11","157.05","159.46","30,316,930"
09/25/2025,"157.14","161.63","154.78","161.27","36,809,879"
09/24/2025,"162.98","165.10","158.43","160.88","38,464,121"
09/23/2025,"160.52","163.39","159.21","160.90","39,448,320"
09/22/2025,"157.42","162.68","157.42","159.79","46,505,480"
09/19/2025,"157.38","159.84","155.90","157.39","55,448,078"
09/18/2025,"150.96","158.77","149.85","157.92","84,549,469"
09/17/2025,"159.28","161.63","155.76","159.16","41,823,840"
09/16/2025,"161.37","161.95","159.22","160.46","27,946,480"
09/15/2025,"160.01","162.30","157.60","161.16","36,808,727"
09/12/2025,"157.00","160.41","154.92","158.57","42,232,781"
09/11/2025,"158.62","160.21","154.99","155.67","48,817,719"
09/10/2025,"163.54","164.53","158.00","159.54","52,465,273"
09/09/2025,"151.99","156.66","151.93","155.82","42,802,473"
09/08/2025,"151.80","152.64","149.22","151.41","41,849,000"
09/05/2025,"157.12","157.14","150.18","151.14","78,255,953"
09/04/2025,"159.94","162.05","157.79","161.79","32,103,500"
09/03/2025,"161.81","164.75","160.58","162.13","30,752,789"
09/02/2025,"158.42","162.39","156.62","162.32","38,656,129"
08/29/2025,"166.81","168.57","161.90","162.63","37,516,820"
08/28/2025,"168.50","170.99","166.65","168.58","36,285,191"
08/27/2025,"166.04","167.68","164.65","167.13","37,031,039"
08/26/2025,"168.65","169.77","164.91","166.62","52,138,559"
08/25/2025,"165.55","165.59","161.72","163.36","36,134,680"
08/22/2025,"162.17","168.53","161.80","167.76","43,998,609"
08/21/2025,"165.86","165.88","162.26","163.71","37,880,461"
08/20/2025,"164.10","166.65","158.25","165.20","60,233,230"
08/19/2025,"173.10","173.17","166.10","166.55","64,455,008"
08/18/2025,"176.76","178.80","174.36","176.14","35,937,527"
08/15/2025,"180.06","180.14","176.25","177.51","51,543,141"
08/14/2025,"179.83","185.44","179.56","180.95","66,308,820"
08/13/2025,"179.91","186.65","179.38","184.42","108,305,102"
08/12/2025,"173.32","175.16","168.50","174.95","52,335,754"
08/11/2025,"170.04","178.82","169.38","172.28","70,651,031"
08/08/2025,"174.04","176.48","170.52","172.76","68,866,688"
08/07/2025,"166.84","175.75","166.70","172.40","95,448,312"
08/06/2025,"165.05","166.18","157.80","163.12","133,641,797"
08/05/2025,"177.57","177.99","171.80","174.31","88,808,523"
08/04/2025,"174.61","177.86","173.56","176.78","52,951,039"
08/01/2025,"170.16","174.40","166.82","171.70","75,396,125"
07/31/2025,"182.02","182.50","173.00","176.31","71,765,289"
07/30/2025,"175.61","180.37","173.80","179.51","64,820,289"
07/29/2025,"175.21","182.31","174.68","177.44","108,154,797"
07/28/2025,"169.08","174.70","168.67","173.66","68,267,844"
07/25/2025,"163.51","167.18","162.36","166.47","53,432,262"
07/24/2025,"159.12","163.93","158.36","162.12","48,440,113"
07/23/2025,"156.32","159.45","156.00","158.65","41,510,898"
07/22/2025,"156.20","156.23","149.34","154.72","49,028,020"
07/21/2025,"157.62","160.34","156.92","157.00","39,021,129"
07/18/2025,"159.59","160.83","155.81","156.99","48,859,840"
07/17/2025,"161.81","161.96","158.68","160.41","50,605,121"
07/16/2025,"155.31","160.36","152.85","160.08","59,492,762"
07/15/2025,"153.75","158.68","153.56","155.61","93,370,078"
07/14/2025,"145.09","147.58","141.90","146.24","44,718,551"
07/11/2025,"142.60","147.40","141.60","146.42","50,049,180"
07/10/2025,"143.00","145.82","141.85","144.16","61,101,473"
07/09/2025,"138.69","140.65","137.59","138.41","37,013,129"
07/08/2025,"137.32","139.15","135.91","137.82","36,124,609"
07/07/2025,"136.56","137.44","133.50","134.80","37,395,008"
07/03/2025,"139.11","139.50","137.32","137.91","28,645,990"
07/02/2025,"135.53","139.78","135.22","138.52","39,227,992"
07/01/2025,"138.77","140.23","135.12","136.11","55,257,238"
06/30/2025,"144.00","146.00","141.01","141.90","42,972,473"
06/27/2025,"144.18","147.75","141.63","143.81","61,937,848"
06/26/2025,"145.97","146.00","141.91","143.68","58,180,078"
06/25/2025,"140.94","144.18","139.46","143.40","74,607,219"
06/24/2025,"133.43","138.79","132.93","138.43","78,572,000"
06/23/2025,"130.47","133.25","126.82","129.58","65,152,871"
06/20/2025,"129.00","132.81","127.55","128.24","79,930,977"
06/18/2025,"128.01","129.21","125.77","126.79","49,627,113"
06/17/2025,"127.93","130.70","126.58","127.10","86,623,914"
06/16/2025,"118.64","128.14","117.78","126.39","100,968,492"
06/13/2025,"116.05","117.88","115.06","116.16","39,702,738"
06/12/2025,"120.62","122.25","118.03","118.50","44,718,367"
06/11/2025,"124.44","124.47","119.88","121.14","32,261,859"
06/10/2025,"121.11","124.09","120.80","123.24","41,691,910"
06/09/2025,"119.18","122.37","119.04","121.73","55,437,648"
06/06/2025,"117.69","118.38","115.88","116.19","27,042,080"
06/05/2025,"118.95","119.24","114.71","115.69","34,182,898"
06/04/2025,"117.41","119.30","115.73","118.58","31,024,990"
06/03/2025,"114.50","117.68","113.28","117.31","37,161,480"
06/02/2025,"111.06","114.86","111.01","114.63","34,078,359"
05/30/2025,"111.58","112.11","108.62","110.73","36,088,473"
05/29/2025,"115.49","115.54","112.13","113.03","30,572,131"
05/28/2025,"114.92","114.95","112.66","112.86","27,483,740"
05/27/2025,"113.18","115.40","112.27","114.56","37,885,020"
05/23/2025,"108.09","111.02","107.67","110.31","30,867,270"
05/22/2025,"111.90","112.64","110.61","110.71","29,251,961"
05/21/2025,"113.85","116.10","111.09","112.06","43,594,609"
05/20/2025,"114.35","114.51","112.08","113.51","29,030,820"
05/19/2025,"115.02","115.53","114.06","114.74","37,737,367"
05/16/2025,"118.07","118.24","116.01","117.17","43,419,699"
05/15/2025,"117.02","117.50","114.01","114.99","43,843,238"
05/14/2025,"119.83","122.52","116.59","117.72","86,743,695"
05/13/2025,"109.60","113.13","109.00","112.46","55,659,512"
05/12/2025,"110.42","110.67","106.98","108.12","50,543,398"
05/09/2025,"102.59","103.54","101.60","102.84","31,704,260"
05/08/2025,"101.92","105.44","101.56","101.70","54,231,359"
05/07/2025,"100.75","103.42","96.88","100.36","86,648,750"
05/06/2025,"98.41","100.07","97.44","98.62","54,264,246"
05/05/2025,"99.00","102.05","98.76","100.59","41,268,887"
05/02/2025,"98.40","99.88","98.30","98.80","29,957,891"
05/01/2025,"99.27","100.10","96.45","96.65","29,591,510"
04/30/2025,"92.81","97.55","91.87","97.35","29,730,730"
04/29/2025,"95.76","97.18","95.33","96.06","20,700,641"
04/28/2025,"95.58","97.49","94.27","96.39","30,456,680"
04/25/2025,"93.28","97.10","92.85","96.65","28,575,340"
04/24/2025,"91.59","94.75","90.37","94.47","33,681,922"
04/23/2025,"91.88","93.74","90.12","90.39","41,102,594"
04/22/2025,"86.12","87.17","85.17","86.26","35,236,738"
04/21/2025,"86.02","86.14","83.75","85.56","33,855,391"
04/17/2025,"88.84","89.03","86.52","87.50","34,801,441"
04/16/2025,"87.61","90.47","85.30","88.29","62,109,020"
04/15/2025,"94.66","96.85","94.62","95.29","28,116,539"
04/14/2025,"97.11","97.37","93.45","94.50","36,002,969"
04/11/2025,"90.51","94.76","90.50","93.40","57,892,602"
04/10/2025,"91.00","92.95","85.06","88.70","65,210,566"
04/09/2025,"79.22","97.91","78.87","96.84","97,827,352"
04/08/2025,"86.15","88.93","76.48","78.21","69,910,234"
04/07/2025,"80.68","89.00","77.75","83.64","70,515,430"
04/04/2025,"90.10","91.08","83.67","85.76","65,847,023"
04/03/2025,"97.79","99.45","93.64","93.80","50,472,539"
04/02/2025,"101.52","104.19","100.76","102.96","20,793,990"
04/01/2025,"102.16","102.83","100.93","102.78","23,523,230"
03/31/2025,"100.24","102.82","98.80","102.74","30,865,340"
03/28/2025,"105.53","106.51","102.48","103.22","31,069,109"
03/27/2025,"106.11","107.62","105.55","106.65","32,773,711"
03/26/2025,"114.11","115.90","108.68","110.19","39,976,488"
03/25/2025,"113.27","114.95","112.71","114.81","29,077,510"
03/24/2025,"109.73","114.85","109.40","113.85","53,342,000"
03/21/2025,"105.33","107.25","104.33","106.44","30,767,939"
03/20/2025,"105.12","108.26","105.12","107.14","26,871,840"
03/19/2025,"104.42","107.90","101.96","106.23","32,287,500"
03/18/2025,"103.85","104.55","102.97","103.51","27,152,830"
03/17/2025,"102.60","106.15","102.60","104.59","43,689,520"
03/14/2025,"99.64","101.22","99.58","100.97","24,715,270"
03/13/2025,"99.72","100.07","97.27","98.11","28,575,150"
03/12/2025,"99.05","101.72","98.17","100.79","34,241,289"
03/11/2025,"96.79","98.16","94.73","96.76","34,078,301"
03/10/2025,"98.57","101.29","95.83","96.63","38,733,191"
03/07/2025,"98.88","100.65","96.39","100.31","33,254,371"
03/06/2025,"99.05","101.08","98.27","98.85","28,984,980"
03/05/2025,"100.36","101.84","98.87","101.67","27,855,490"
03/04/2025,"96.00","103.18","95.89","100.75","54,156,941"
03/03/2025,"101.52","102.34","97.09","98.23","38,957,992"
02/28/2025,"99.56","101.80","98.69","99.86","45,194,578"
02/27/2025,"105.08","105.76","99.50","99.51","47,263,727"
02/26/2025,"104.95","105.80","103.99","104.74","29,178,211"
02/25/2025,"107.89","108.64","103.62","103.96","39,169,160"
02/24/2025,"111.49","111.60","107.98","108.11","29,072,211"
02/21/2025,"114.85","115.76","110.43","110.84","41,353,680"
02/20/2025,"115.01","116.55","113.11","114.17","27,219,570"
02/19/2025,"114.25","116.11","113.14","114.69","28,807,711"
02/18/2025,"114.05","115.55","113.45","114.28","31,720,311"
02/14/2025,"112.65","114.63","111.70","113.10","32,477,160"
02/13/2025,"112.00","114.60","110.40","111.81","40,911,801"
02/12/2025,"109.52","111.84","109.06","111.72","25,319,730"
02/11/2025,"108.98","113.07","108.94","111.10","35,033,762"
02/10/2025,"108.44","111.40","108.15","110.48","34,905,359"
02/07/2025,"109.13","109.92","106.79","107.56","46,082,500"
02/06/2025,"110.93","112.56","109.02","110.16","50,426,594"
02/05/2025,"107.61","112.09","106.50","112.01","110,609,297"
02/04/2025,"115.45","119.85","114.79","119.50","69,412,086"
02/03/2025,"113.88","115.16","112.98","114.27","34,586,047"
01/31/2025,"119.14","119.57","115.33","115.95","40,533,566"
01/30/2025,"118.53","120.44","117.09","118.86","29,788,381"
01/29/2025,"115.77","118.52","114.96","117.35","40,199,047"
01/28/2025,"115.18","116.15","112.95","114.17","40,554,762"
01/27/2025,"117.80","118.08","112.80","115.01","61,067,887"
01/24/2025,"124.55","125.25","122.23","122.84","31,570,301"
01/23/2025,"121.43","123.71","120.63","123.04","24,921,109"
01/22/2025,"123.08","125.65","121.91","123.75","35,023,840"
01/21/2025,"122.39","123.75","121.12","122.28","31,578,830"
01/17/2025,"120.78","122.74","120.55","121.46","35,765,922"
01/16/2025,"120.24","121.09","118.25","118.44","29,414,131"
01/15/2025,"117.55","120.42","117.46","119.96","38,185,820"
01/14/2025,"118.00","118.66","114.50","116.09","37,005,281"
01/13/2025,"115.28","117.48","114.41","117.32","39,128,898"
01/10/2025,"118.18","118.71","114.45","116.04","59,415,609"
01/08/2025,"124.51","125.30","120.12","121.84","46,723,141"
01/07/2025,"130.51","131.71","126.85","127.33","39,220,406"
01/06/2025,"129.07","130.73","127.36","129.55","48,020,191"
01/03/2025,"121.65","125.56","121.42","125.37","36,785,301"
01/02/2025,"122.29","123.14","119.44","120.63","34,256,180"
12/31/2024,"123.10","123.55","120.14","120.79","30,203,430"
12/30/2024,"123.56","124.10","122.35","122.44","30,501,641"
12/27/2024,"124.37","126.18","122.26","125.19","32,924,012"
12/26/2024,"125.52","127.30","125.05","125.06","25,139,141"
12/24/2024,"127.51","127.51","124.66","126.29","24,829,561"
12/23/2024,"120.71","126.34","120.47","124.60","47,777,898"
12/20/2024,"118.00","121.86","117.90","119.21","53,591,207"
12/19/2024,"122.16","123.38","118.45","118.88","46,160,672"
12/18/2024,"125.43","127.75","120.43","121.41","49,724,441"
12/17/2024,"124.45","127.08","123.15","125.02","43,314,941"
12/16/2024,"126.01","127.76","123.12","126.69","42,090,281"
12/13/2024,"131.30","131.30","124.77","126.91","67,544,734"
12/12/2024,"130.00","132.32","129.07","130.60","34,267,090"
12/11/2024,"128.52","131.21","126.22","130.15","45,588,141"
12/10/2024,"131.56","131.56","127.07","127.74","38,907,199"
12/09/2024,"135.71","135.77","130.00","130.87","57,055,559"
12/06/2024,"141.48","142.79","137.40","138.59","33,576,840"
12/05/2024,"143.68","143.95","140.38","141.36","29,576,930"
12/04/2024,"142.96","144.12","141.18","143.99","25,942,650"
12/03/2024,"142.58","143.45","141.08","141.98","22,665,350"
12/02/2024,"137.92","142.82","137.80","142.06","33,102,441"
11/29/2024,"136.24","138.59","135.78","137.18","16,085,710"
11/27/2024,"137.20","137.94","132.96","136.24","30,175,289"
11/26/2024,"142.55","142.80","136.62","137.72","32,092,381"
11/25/2024,"140.49","142.35","139.05","141.13","30,923,109"
11/22/2024,"137.35","139.13","137.04","138.35","21,784,730"
11/21/2024,"138.87","140.28","134.93","137.49","29,311,439"
11/20/2024,"138.96","140.77","135.48","137.60","28,843,070"
11/19/2024,"137.41","139.75","137.14","139.39","23,131,350"
11/18/2024,"138.19","140.90","137.21","138.93","38,782,434"
11/15/2024,"136.58","137.35","133.65","134.90","44,217,527"
11/14/2024,"140.34","141.40","138.56","138.84","31,681,410"
11/13/2024,"142.86","144.49","139.07","139.30","35,146,648"
11/12/2024,"147.00","147.45","141.55","143.63","33,560,289"
11/11/2024,"147.38","148.57","144.91","147.35","29,868,131"
11/08/2024,"149.39","150.71","147.53","147.95","27,560,340"
11/07/2024,"146.68","150.12","145.66","149.82","30,326,430"
11/06/2024,"144.95","145.63","141.52","145.10","32,911,500"
11/05/2024,"141.94","143.08","140.80","141.66","27,067,330"
11/04/2024,"141.70","143.64","139.72","140.71","29,117,420"
11/01/2024,"144.44","144.54","141.32","141.86","39,027,434"
10/31/2024,"147.80","148.68","143.33","144.07","44,386,602"
10/30/2024,"153.01","153.12","148.10","148.60","87,701,672"
10/29/2024,"161.10","167.51","158.94","166.25","71,896,039"
10/28/2024,"158.50","160.28","157.05","159.92","36,010,129"
10/25/2024,"155.40","158.91","155.05","156.23","29,758,490"
10/24/2024,"154.74","155.19","152.35","153.44","22,877,020"
10/23/2024,"153.00","153.45","150.52","152.91","26,095,930"
10/22/2024,"156.60","156.74","151.91","154.09","34,997,352"
10/21/2024,"155.76","158.00","154.15","157.90","25,781,211"
10/18/2024,"157.41","158.01","155.56","155.97","23,822,990"
10/17/2024,"160.00","160.44","156.20","156.25","29,491,850"
10/16/2024,"158.08","158.28","154.92","156.13","30,575,770"
10/15/2024,"163.21","164.13","155.74","156.64","50,768,020"
10/14/2024,"167.77","168.90","165.15","165.27","31,757,211"
10/11/2024,"164.19","169.35","163.01","167.89","42,136,180"
10/10/2024,"169.76","172.01","162.00","164.18","75,113,594"
10/09/2024,"174.05","174.05","169.55","171.02","33,890,738"
10/08/2024,"171.75","173.60","170.00","172.80","34,730,152"
10/07/2024,"171.08","172.41","168.21","170.97","38,379,930"
10/04/2024,"166.53","171.21","164.42","170.90","44,640,301"
10/03/2024,"159.71","166.79","159.40","162.85","29,598,789"
10/02/2024,"159.31","163.10","158.67","159.78","24,630,430"
10/01/2024,"164.48","165.40","158.08","159.75","31,831,859"
09/30/2024,"163.10","165.08","162.18","164.08","21,920,301"
09/27/2024,"167.48","168.73","163.74","164.35","27,876,039"
09/26/2024,"167.06","168.68","164.05","167.49","38,044,922"
09/25/2024,"158.50","162.95","158.18","162.02","35,233,262"
09/24/2024,"157.46","159.64","154.58","158.32","27,531,199"
09/23/2024,"156.45","157.19","154.97","156.75","21,728,539"
09/20/2024,"156.00","157.45","152.47","155.95","40,248,199"
09/19/2024,"153.81","159.25","152.77","156.74","44,499,980"
09/18/2024,"150.90","152.82","148.01","148.29","26,320,080"
09/17/2024,"153.55","154.05","149.23","150.82","29,888,990"
09/16/2024,"151.70","154.44","150.91","152.08","27,677,760"
09/13/2024,"152.32","153.03","150.70","152.31","25,117,240"
09/12/2024,"148.43","151.54","147.65","150.77","29,286,170"
09/11/2024,"145.33","150.16","140.71","149.86","50,935,391"
09/10/2024,"139.06","143.08","137.25","142.84","37,217,527"
09/09/2024,"136.10","138.45","134.86","138.15","27,194,510"
09/06/2024,"138.70","139.13","132.11","134.35","39,993,512"
09/05/2024,"138.20","141.71","137.83","139.44","25,023,020"
09/04/2024,"140.51","143.37","138.51","140.87","42,130,648"
